,text,intent,fromloc.city_name,depart_time.time,toloc.city_name,arrive_time.time,arrive_time.period_of_day,depart_date.day_name,depart_time.period_of_day,flight_time,cost_relative,round_trip,fare_amount,depart_date.today_relative,city_name,stoploc.city_name,toloc.airport_code,depart_time.time_relative,class_type,depart_date.date_relative,airline_name,arrive_time.time_relative,depart_time.start_time,depart_time.end_time,fromloc.airport_name,toloc.state_name,depart_date.day_number,depart_date.month_name,mod,fare_basis_code,transport_type,flight_mod,arrive_date.month_name,arrive_date.day_number,meal,toloc.state_code,meal_description,return_date.month_name,return_date.day_number,airline_code,depart_time.period_mod,flight_stop,fromloc.airport_code,arrive_date.day_name,time,or,economy,flight_number,arrive_time.period_mod,flight_days,toloc.airport_name,state_code,arrive_time.start_time,arrive_time.end_time,fromloc.state_name,arrive_date.date_relative,depart_date.year,return_date.date_relative,airport_code,aircraft_code,fromloc.state_code,connect,restriction_code,airport_name,toloc.country_name,days_code,day_name,period_of_day,today_relative,stoploc.state_code,meal_code,state_name,stoploc.airport_name,arrive_date.today_relative,time_relative,return_time.period_of_day,return_time.period_mod,month_name,day_number,return_date.today_relative,return_date.day_name
3679,flights from jfk or la guardia to cleveland,flight,,,cleveland,,,,,,,,,,,,,,,,,,,,la guardia,,,,,,,,,,,,,,,,,,jfk,,,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3680,what does code y mean,abbreviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3681,does flight ua 270 from denver to philadelphia have a meal,flight,denver,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meal,,,,,ua,,,,,,,,270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3682,list flights from atlanta to boston on wednesday afternoon,flight,atlanta,,boston,,,wednesday,afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3683,flight information on january twenty third 1992 from denver to san francisco,flight,denver,,san francisco,,,,,,,,,,,,,,,,,,,,,,twenty third,january,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,,,,,,,,,,,,,,,,,,,,,,,,
3684,do you have a delta flight to san francisco from denver on august thirtieth in the early morning,flight,denver,,san francisco,,,,morning,,,,,,,,,,,,delta,,,,,,thirtieth,august,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3685,i need information for flights leaving baltimore and arriving in atlanta,flight,baltimore,,atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3686,show all flights philadelphia to dallas,flight,philadelphia,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3687,what does fare code m mean,abbreviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3688,what is the lowest fare from denver to pittsburgh,airfare,denver,,pittsburgh,,,,,,lowest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3689,round trip flights from salt lake city to cincinnati nonstop flights if possible,flight,salt lake city,,cincinnati,,,,,,,round trip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonstop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3690,i 'd like a twa flight from atlanta to pittsburgh with a stopover in fort worth dallas please,flight,atlanta,,pittsburgh,,,,,,,,,,,dallas,,,,,,,,,,,,,,,,,,,,,,,,twa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3691,what time does twa depart from boston to go to san francisco,flight_time,boston,,san francisco,,,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,twa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3692,give me the earliest flight tomorrow from st. petersburg to milwaukee on a airline other than twa,flight,st. petersburg,,milwaukee,,,,,,,,,tomorrow,,,,,,,,,,,,,,,other,,,earliest,,,,,,,,twa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3693,what is the abbreviation d10,abbreviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d10,,,,,,,,,,,,,,,,,,,,,
3694,newark to cleveland,flight,newark,,cleveland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3695,show me all flights from pittsburgh to philadelphia which arrive before 8 o'clock am on wednesday,flight,pittsburgh,,philadelphia,8 o'clock am,,,,,,,,,,,,,,,,before,,,,,,,,,,,,,,,,,,,,,,wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3696,list the flights from dallas to san francisco on american airlines,flight,dallas,,san francisco,,,,,,,,,,,,,,,,american airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3697,what time does the earliest flight which goes from atlanta to denver leave,flight_time,atlanta,,denver,,,,,time,,,,,,,,,,,,,,,,,,,,,,earliest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3698,list types of aircraft that fly between boston and san francisco,aircraft,boston,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3699,show me the flights from boston to fort worth on the morning of july tenth 1991,flight,boston,,fort worth,,,,morning,,,,,,,,,,,,,,,,,,tenth,july,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,,,,,,,,,,,,,,,,,,,,,,,,
3700,i 'd like the cheapest one way fare from boston to san francisco,airfare,boston,,san francisco,,,,,,cheapest,one way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3701,show me all flights which leave pittsburgh tomorrow and arrive in baltimore after 5 o'clock pm,flight,pittsburgh,,baltimore,5 o'clock pm,,,,,,,,tomorrow,,,,,,,,after,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,what is the ground transportation available in the city of philadelphia,ground_service,,,,,,,,,,,,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3703,i would like to make a one way flight from boston to atlanta,flight,boston,,atlanta,,,,,,,one way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3704,do you have any flights united airlines from dallas to san francisco,flight,dallas,,san francisco,,,,,,,,,,,,,,,,united airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3705,what is ua,abbreviation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3706,i would like to arrange a flight from denver to pittsburgh,flight,denver,,pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3707,what airlines fly from st. petersburg to milwaukee and from milwaukee to tacoma,airline,milwaukee,,tacoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3708,how much does it cost to fly from boston to baltimore on a saturday,airfare,boston,,baltimore,,,saturday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3709,on monday i 'd like to travel from las vegas to detroit michigan,flight,las vegas,,detroit,,,monday,,,,,,,,,,,,,,,,,,michigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,show me all flights from kansas city to chicago on june sixteenth arriving around 7 o'clock in the evening,flight,kansas city,,chicago,7 o'clock,evening,,,,,,,,,,,,,,,around,,,,,sixteenth,june,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3711,boston to denver monday,flight,boston,,denver,,,monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3712,tell me about twa flight 539,flight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,twa,,,,,,,,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3713,what is the smallest aircraft available flying from pittsburgh to baltimore arriving on may seventh,aircraft,pittsburgh,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,smallest,,,,may,seventh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3714,i need a flight from denver to philadelphia,flight,denver,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3715,what is the price of a one way fare from boston to denver on continental airlines,airfare,boston,,denver,,,,,,,one way,,,,,,,,,continental airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3716,what are the flights and prices from la to charlotte for monday morning,flight,la,,charlotte,,,monday,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3717,show me the flights from boston to pittsburgh leaving wednesdays and thursdays,flight,boston,,pittsburgh,,,thursdays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,show fares and flights from denver to oakland,airfare,denver,,oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3719,can you tell me the latest evening flight from atlanta to denver on july seventh,flight,atlanta,,denver,,,,evening,,,,,,,,,,,,,,,,,,seventh,july,,,,latest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3720,tell me about ground transportation at san francisco,ground_service,,,,,,,,,,,,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3721,i would like to know the flights from denver to pittsburgh leaving on monday,flight,denver,,pittsburgh,,,monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3722,list flights between denver and pittsburgh,flight,denver,,pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3723,what flights are available from pittsburgh to baltimore on july twenty fifth 1991,flight,pittsburgh,,baltimore,,,,,,,,,,,,,,,,,,,,,,twenty fifth,july,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,,,,,,,,,,,,,,,,,,,,,,,,
3724,show me evening flights to baltimore,flight,,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,evening,,,,,,,,,,,,,
3725,what flights from chicago to kansas city,flight,chicago,,kansas city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3726,i 'd like to fly from denver to pittsburgh with a stop in atlanta,flight,denver,,pittsburgh,,,,,,,,,,,atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3727,what are the afternoon flights from atlanta to baltimore,flight,atlanta,,baltimore,,,,afternoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3728,show me flights from san francisco to denver on weekdays,flight,san francisco,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,weekdays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3729,show me the flights from dallas to baltimore in first class,flight,dallas,,baltimore,,,,,,,,,,,,,,first class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3730,does delta fly from atlanta to san francisco,flight,atlanta,,san francisco,,,,,,,,,,,,,,,,delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3731,show me the ground transportation at denver,ground_service,,,,,,,,,,,,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3732,show me the list of us air flights between boston and dc,flight,boston,,,,,,,,,,,,,,,,,,us air,,,,,,,,,,,,,,,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3733,display all fare codes,airfare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3734,what flights stop in atlanta before noon,flight,,noon,,,,,,,,,,,,atlanta,,before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3735,cheapest flight from memphis to miami,flight,memphis,,miami,,,,,,cheapest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736,show me all flights from denver to baltimore,flight,denver,,baltimore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3737,give me the cheapest round trip flight from dallas to baltimore,flight,dallas,,baltimore,,,,,,cheapest,round trip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3738,what are the different classes that an airline offers,flight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3739,i 'd like to see all the flights with their fares from denver to atlanta,flight,denver,,atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3740,does eastern airlines fly between boston and washington,flight,boston,,washington,,,,,,,,,,,,,,,,eastern airlines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3741,show me flights from philadelphia to san francisco on wednesdays,flight,philadelphia,,san francisco,,,wednesdays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3742,i 'd like to book an flight on american airlines from boston to san francisco with one stop in pittsburgh,flight,boston,,san francisco,,,,,,,,,,,pittsburgh,,,,,american airlines,,,,,,,,,,,,,,,,,,,,,one stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3743,what kind of ground transportation is available in atlanta,ground_service,,,,,,,,,,,,,atlanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,show me flights from boston to philadelphia on a monday,flight,boston,,philadelphia,,,monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3745,what is the cheapest one way fare from boston to washington,airfare,boston,,washington,,,,,,cheapest,one way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3746,flights and fares from denver to oakland,flight+airfare,denver,,oakland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3747,find me the cheapest flight from boston to washington,flight,boston,,washington,,,,,,cheapest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3748,what are the classes of service on twa,flight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,twa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3749,what kind of aircraft do you have flying from boston to san francisco on august twenty seventh,aircraft,boston,,san francisco,,,,,,,,,,,,,,,,,,,,,,twenty seventh,august,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750,fine can you give me information on ground transportation in washington dc to downtown,ground_service,,,,,,,,,,,,,washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3751,is there a nonstop flight from denver to san francisco,flight,denver,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonstop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3752,i want a direct flight from oakland to boston that leaves on a wednesday,flight,oakland,,boston,,,wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,direct,,,,,,,,,,,,,,,,,,,
3753,what flights are available from boston to denver today,flight,boston,,denver,,,,,,,,,today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3754,san francisco to denver,flight,san francisco,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3755,show me all flights from philadelphia to san francisco with one stop in dallas,flight,philadelphia,,san francisco,,,,,,,,,,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,one stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3756,display all flights from toronto to san diego on us air stopping over in denver,flight,toronto,,san diego,,,,,,,,,,,denver,,,,,us air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3757,how much is a first class ticket from boston to san francisco,airfare,boston,,san francisco,,,,,,,,,,,,,,first class,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3758,oakland to philadelphia,flight,oakland,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3759,please show me all airports in denver,airport,,,,,,,,,,,,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3760,list round trip flights between boston and oakland using twa,flight,boston,,oakland,,,,,,,round trip,,,,,,,,,,,,,,,,,,,,,,,,,,,,twa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3761,show me the flights from san francisco to boston,flight,san francisco,,boston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3762,show me all the us air flights to pittsburgh between 12 and 4 in the afternoon,flight,,,pittsburgh,,,,afternoon,,,,,,,,,,,,us air,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3763,i would like the evening schedule of flights from san francisco to washington,flight_time,san francisco,,washington,,,,evening,schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3764,what are the fares from dallas to san francisco on flight dl 217,airfare,dallas,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dl,,,,,,,,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3765,what kind of ground transportation is there in denver,ground_service,,,,,,,,,,,,,denver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3766,what delta flights are available to fly from philadelphia to boston,flight,philadelphia,,boston,,,,,,,,,,,,,,,,delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,can you show me the list of flights that fly from washington to san francisco via dallas,flight,washington,,san francisco,,,,,,,,,,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3768,what is the first flight from boston to dallas,flight,boston,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,first,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3769,eastern flies from atlanta to denver what type of aircraft do you use before 6 pm,flight,atlanta,6 pm,denver,,,,,,,,,,,,,before,,,eastern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3770,show me flights from milwaukee to orlando on a thursday before noon,flight,milwaukee,noon,orlando,,,thursday,,,,,,,,,,before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,does united have a flight from miami to washington dc on wednesday,flight,miami,,washington,,,wednesday,,,,,,,,,,,,,united,,,,,,,,,,,,,,,dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3772,i want a flight from san francisco to denver leaving san francisco in the afternoon arriving denver around 5 in the afternoon,flight,san francisco,,denver,5,afternoon,,afternoon,,,,,,,,,,,,,around,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3773,what are the flights from boston to washington on october fifteenth 1991,flight,boston,,washington,,,,,,,,,,,,,,,,,,,,,,fifteenth,october,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,,,,,,,,,,,,,,,,,,,,,,,,
3774,flights from denver to pittsburgh on wednesday,flight,denver,,pittsburgh,,,wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3775,how many people fly on a turboprop,capacity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3776,please list all flights into denver before noon on united airlines and northwest airlines,flight,,,denver,noon,,,,,,,,,,,,,,,northwest airlines,before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3777,what flights are available from denver to philadelphia on wednesday,flight,denver,,philadelphia,,,wednesday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3778,what flights are available from san francisco to pittsburgh on monday morning,flight,san francisco,,pittsburgh,,,monday,morning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3779,show me all flights from baltimore to philadelphia,flight,baltimore,,philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,what is the fare on the thrift economy flight from boston to san francisco,airfare,boston,,san francisco,,,,,,,,,,,,,,thrift,,,,,,,,,,,,,,,,,,,,,,,,,,,,economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,how can i get from the airport in pittsburgh to downtown,flight,pittsburgh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3782,is it possible for me to fly from baltimore to san francisco,flight,baltimore,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783,find travel arrangements for a round trip flight from boston to pittsburgh,flight,boston,,pittsburgh,,,,,,,round trip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3784,is there any ground transportation to the city in dallas,ground_service,,,,,,,,,,,,,city in dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,from phoenix to denver on a monday,flight,phoenix,,denver,,,monday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3786,what is the latest flight from salt lake city to st. petersburg,flight,salt lake city,,st. petersburg,,,,,,,,,,,,,,,,,,,,,,,,,,,latest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3787,now i 'd like information on flights from denver to san francisco,flight,denver,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3788,may i see all nonstop flights from st. petersburg to charlotte,flight,st. petersburg,,charlotte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nonstop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3789,from baltimore to san francisco,flight,baltimore,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3790,show me the airlines that fly from denver to san francisco,airline,denver,,san francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3791,round trip fares from denver to philadelphia less than 1000 dollars,airfare,denver,,philadelphia,,,,,,less,round trip,1000 dollars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,i would like a flight from philadelphia to dallas,flight,philadelphia,,dallas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3793,i need to fly from boston to baltimore please give me the times of your flights in the morning before 8 o'clock,flight,boston,8 o'clock,baltimore,,,,morning,times of your flights,,,,,,,,before,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,show me the flights arriving at love field from all other airports,flight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,love field,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
